Date,Barrel_oil_£
2011-10-31,58.79938800000001
2011-10-24,57.88639599999999
2011-10-17,54.782320000000006
2011-10-10,54.866279999999996
2011-10-03,53.322948
2011-09-26,50.82264000000001
2011-09-19,51.62302499999999
2011-09-12,55.713863999999994
2011-09-05,54.926304
2011-08-29,53.30507000000001
2011-08-22,52.143996
2011-08-15,49.964724000000004
2011-08-08,52.448933999999994
2011-08-01,52.99679999999999
2011-07-25,58.2813
2011-07-18,61.260258
2011-07-11,60.259628
2011-07-04,59.903740000000006
2011-06-27,59.052679999999995
2011-06-20,57.11173999999999
2011-06-13,57.424374
2011-06-06,61.152711000000004
2011-05-30,61.003914
2011-05-23,60.937422000000005
2011-05-16,61.30573799999999
2011-05-09,61.513945
2011-05-02,59.367262000000004
2011-04-25,68.209891
2011-04-18,68.014053
2011-04-11,67.188682
2011-04-04,68.835737
2011-03-28,66.987564
2011-03-21,65.71690000000001
2011-03-14,62.249013
2011-03-07,62.911404
2011-02-28,64.155648
2011-02-21,60.724751999999995
2011-02-14,53.06472000000001
2011-02-07,53.461826
2011-01-31,55.278727
2011-01-24,56.319936
2011-01-17,55.667017
2011-01-10,57.706816
2011-01-03,56.585684
2010-12-27,58.57458
2010-12-20,59.261876
2010-12-13,56.667276
2010-12-06,55.500838
2010-11-29,56.528622
2010-11-22,53.715288
2010-11-15,50.992656000000004
2010-11-08,52.608624
2010-11-01,53.681985
2010-10-25,50.763462
2010-10-18,52.077374999999996
2010-10-11,50.805625
2010-10-04,51.769957999999995
2010-09-27,51.574875999999996
2010-09-20,48.349329
2010-09-13,47.135034
2010-09-06,49.79953
2010-08-30,48.288579999999996
2010-08-23,48.424514
2010-08-16,47.293548
2010-08-09,48.332529
2010-08-02,50.606970000000004
2010-07-26,50.338519999999995
2010-07-19,51.163244000000006
2010-07-12,49.71054000000001
2010-07-05,50.508542
2010-06-28,47.453692000000004
2010-06-21,52.34726799999999
2010-06-14,52.050192
2010-06-07,50.72375
2010-05-31,49.449165
2010-05-24,51.135461
2010-05-17,48.404644000000005
2010-05-10,49.253358
2010-05-03,50.736805
2010-04-26,56.41963500000001
2010-04-19,55.345024
2010-04-12,54.18924
2010-04-05,55.231968
2010-03-29,55.802025
2010-03-22,53.68000000000001
2010-03-15,53.740948
2010-03-08,53.488415999999994
2010-03-01,53.847049999999996
2010-02-22,52.241028
2010-02-15,51.581203
2010-02-08,47.25046199999999
2010-02-01,45.518885999999995
2010-01-25,45.548961
2010-01-18,46.274432000000004
2010-01-11,47.9622
2010-01-04,51.627725
2009-12-28,49.076223999999996
2009-12-21,48.890519999999995
2009-12-14,45.424512
2009-12-07,42.991011
2009-11-30,45.878213
2009-11-23,46.17755999999999
2009-11-16,46.476976
2009-11-09,45.74128499999999
2009-11-02,46.581888000000006
2009-10-26,46.831399999999995
2009-10-19,49.3626
2009-10-12,48.013242000000005
2009-10-05,45.322754999999994
2009-09-28,43.879635
2009-09-21,41.381336
2009-09-14,44.27578400000001
2009-09-07,41.580929000000005
2009-08-31,41.4922
2009-08-24,44.713277999999995
2009-08-17,44.762562
2009-08-10,40.816546
2009-08-03,42.51544200000001
2009-07-27,41.538045
2009-07-20,41.41523
2009-07-13,38.917788
2009-07-06,36.970096999999996
2009-06-29,40.83876
2009-06-22,41.85563199999999
2009-06-15,42.13339
2009-06-08,43.807524
2009-06-01,42.829752
2009-05-25,40.972949
2009-05-18,38.697925
2009-05-11,37.15623
2009-05-04,38.455417000000004
2009-04-27,35.659960000000005
2009-04-20,35.121015
2009-04-13,34.02308
2009-04-06,35.606784
2009-03-30,35.402242
2009-03-23,36.566478000000004
2009-03-16,35.292672
2009-03-09,33.045625
2009-03-02,32.323752
2009-02-23,31.278287999999996
2009-02-16,26.954268
2009-02-09,26.076952
2009-02-02,27.130818
2009-01-26,28.713351999999997
2009-01-19,33.658221000000005
2009-01-12,24.757431
2009-01-05,26.886554999999998
2008-12-29,31.90509
2008-12-22,25.740846
2008-12-15,22.689513
2008-12-08,30.961320000000004
2008-12-01,27.665098999999998
2008-11-24,35.374057
2008-11-17,33.518009
2008-11-10,38.656008
2008-11-03,38.937416
2008-10-27,42.198163
2008-10-20,40.279785000000004
2008-10-13,41.565225
2008-10-06,45.58659
2008-09-29,52.995259999999995
2008-09-22,57.945069000000004
2008-09-15,57.084300000000006
2008-09-08,56.37749600000001
2008-09-01,60.168672
2008-08-25,63.399086
2008-08-18,61.878600000000006
2008-08-11,60.969343
2008-08-04,59.99616
2008-07-28,63.325619999999994
2008-07-21,61.913498
2008-07-14,64.491552
2008-07-07,72.888192
2008-06-30,73.269747
2008-06-23,70.301294
2008-06-16,68.158106
2008-06-09,69.27758200000001
2008-06-02,70.32290400000001
2008-05-26,64.23534
2008-05-19,66.76916899999999
2008-05-12,64.546819
2008-05-05,64.453732
2008-04-28,59.02076799999999
2008-04-21,59.722228
2008-04-14,58.415014000000006
2008-04-07,55.885036
2008-03-31,53.31683700000001
2008-03-24,52.957868
