Date,Barrel_oil_£,Petrol(pence/litre),Petrol Dutyrate,petrol vat
2011-05-16,61.30573799999999,136.4,57.95,20.0
2011-05-09,61.513945,137.05,57.95,20.0
2011-05-02,59.367262000000004,136.29,57.95,20.0
2011-04-25,68.209891,135.62,57.95,20.0
2011-04-18,68.014053,135.06,57.95,20.0
2011-04-11,67.188682,133.68,57.95,20.0
2011-04-04,68.835737,132.81,57.95,20.0
2011-03-28,66.987564,132.44,57.95,20.0
2011-03-21,65.71690000000001,133.11,58.95,20.0
2011-03-14,62.249013,132.18,58.95,20.0
2011-03-07,62.911404,131.28,58.95,20.0
2011-02-28,64.155648,129.72,58.95,20.0
2011-02-21,60.724751999999995,128.92,58.95,20.0
2011-02-14,53.06472000000001,128.73,58.95,20.0
2011-02-07,53.461826,128.64,58.95,20.0
2011-01-31,55.278727,128.55,58.95,20.0
2011-01-24,56.319936,128.35,58.95,20.0
2011-01-17,55.667017,127.87,58.95,20.0
2011-01-10,57.706816,127.4,58.95,20.0
2011-01-03,56.585684,124.85,58.95,17.5
2010-12-27,58.57458,123.44,58.19,17.5
2010-12-20,59.261876,122.31,58.19,17.5
2010-12-13,56.667276,121.68,58.19,17.5
2010-12-06,55.500838,120.54,58.19,17.5
2010-11-29,56.528622,119.21,58.19,17.5
2010-11-22,53.715288,118.99,58.19,17.5
2010-11-15,50.992656000000004,118.8,58.19,17.5
2010-11-08,52.608624,118.67,58.19,17.5
2010-11-01,53.681985,118.18,58.19,17.5
2010-10-25,50.763462,117.74,58.19,17.5
2010-10-18,52.077374999999996,117.28,58.19,17.5
2010-10-11,50.805625,116.78,58.19,17.5
2010-10-04,51.769957999999995,116.01,58.19,17.5
2010-09-27,51.574875999999996,115.39,57.19,17.5
2010-09-20,48.349329,115.06,57.19,17.5
2010-09-13,47.135034,114.66,57.19,17.5
2010-09-06,49.79953,114.59,57.19,17.5
2010-08-30,48.288579999999996,114.98,57.19,17.5
2010-08-23,48.424514,115.64,57.19,17.5
2010-08-16,47.293548,116.34,57.19,17.5
2010-08-09,48.332529,116.35,57.19,17.5
2010-08-02,50.606970000000004,116.51,57.19,17.5
2010-07-26,50.338519999999995,116.61,57.19,17.5
2010-07-19,51.163244000000006,116.85,57.19,17.5
2010-07-12,49.71054000000001,117.39,57.19,17.5
2010-07-05,50.508542,117.91,57.19,17.5
2010-06-28,47.453692000000004,117.88,57.19,17.5
2010-06-21,52.34726799999999,117.8,57.19,17.5
2010-06-14,52.050192,117.87,57.19,17.5
2010-06-07,50.72375,118.2,57.19,17.5
2010-05-31,49.449165,118.54,57.19,17.5
2010-05-24,51.135461,119.93,57.19,17.5
2010-05-17,48.404644000000005,121.3,57.19,17.5
2010-05-10,49.253358,121.31,57.19,17.5
2010-05-03,50.736805,121.18,57.19,17.5
2010-04-26,56.41963500000001,120.99,57.19,17.5
2010-04-19,55.345024,120.55,57.19,17.5
2010-04-12,54.18924,119.94,57.19,17.5
2010-04-05,55.231968,119.29,57.19,17.5
2010-03-29,55.802025,117.28,56.19,17.5
2010-03-22,53.68000000000001,116.59,56.19,17.5
2010-03-15,53.740948,115.46,56.19,17.5
2010-03-08,53.488415999999994,113.71,56.19,17.5
2010-03-01,53.847049999999996,112.42,56.19,17.5
2010-02-22,52.241028,111.56,56.19,17.5
2010-02-15,51.581203,111.89,56.19,17.5
2010-02-08,47.25046199999999,111.95,56.19,17.5
2010-02-01,45.518885999999995,111.91,56.19,17.5
2010-01-25,45.548961,111.87,56.19,17.5
2010-01-18,46.274432000000004,111.6,56.19,17.5
2010-01-11,47.9622,110.72,56.19,17.5
2010-01-04,51.627725,109.34,56.19,17.5
2009-12-28,49.076223999999996,107.44,56.19,15.0
2009-12-21,48.890519999999995,107.47,56.19,15.0
2009-12-14,45.424512,108.5,56.19,15.0
2009-12-07,42.991011,108.64,56.19,15.0
2009-11-30,45.878213,108.79,56.19,15.0
2009-11-23,46.17755999999999,108.73,56.19,15.0
2009-11-16,46.476976,108.48,56.19,15.0
2009-11-09,45.74128499999999,108.1,56.19,15.0
2009-11-02,46.581888000000006,107.43,56.19,15.0
2009-10-26,46.831399999999995,106.76,56.19,15.0
2009-10-19,49.3626,105.08,56.19,15.0
2009-10-12,48.013242000000005,104.71,56.19,15.0
2009-10-05,45.322754999999994,104.87,56.19,15.0
2009-09-28,43.879635,105.44,56.19,15.0
2009-09-21,41.381336,105.96,56.19,15.0
2009-09-14,44.27578400000001,106.43,56.19,15.0
2009-09-07,41.580929000000005,106.85,56.19,15.0
2009-08-31,41.4922,105.11,54.19,15.0
2009-08-24,44.713277999999995,104.7,54.19,15.0
2009-08-17,44.762562,103.96,54.19,15.0
2009-08-10,40.816546,103.01,54.19,15.0
2009-08-03,42.51544200000001,102.36,54.19,15.0
2009-07-27,41.538045,102.17,54.19,15.0
2009-07-20,41.41523,102.22,54.19,15.0
2009-07-13,38.917788,102.78,54.19,15.0
2009-07-06,36.970096999999996,103.57,54.19,15.0
2009-06-29,40.83876,103.3,54.19,15.0
2009-06-22,41.85563199999999,102.81,54.19,15.0
2009-06-15,42.13339,101.98,54.19,15.0
2009-06-08,43.807524,100.59,54.19,15.0
2009-06-01,42.829752,99.39,54.19,15.0
2009-05-25,40.972949,98.9,54.19,15.0
2009-05-18,38.697925,97.54,54.19,15.0
2009-05-11,37.15623,96.59,54.19,15.0
2009-05-04,38.455417000000004,95.6,54.19,15.0
2009-04-27,35.659960000000005,95.13,54.19,15.0
2009-04-20,35.121015,94.62,54.19,15.0
2009-04-13,34.02308,94.11,54.19,15.0
2009-04-06,35.606784,93.72,54.19,15.0
2009-03-30,35.402242,91.35,52.35,15.0
2009-03-23,36.566478000000004,90.16,52.35,15.0
2009-03-16,35.292672,90.16,52.35,15.0
2009-03-09,33.045625,90.15,52.35,15.0
2009-03-02,32.323752,90.28,52.35,15.0
2009-02-23,31.278287999999996,90.33,52.35,15.0
2009-02-16,26.954268,90.12,52.35,15.0
2009-02-09,26.076952,89.28,52.35,15.0
2009-02-02,27.130818,88.16,52.35,15.0
2009-01-26,28.713351999999997,87.42,52.35,15.0
2009-01-19,33.658221000000005,86.19,52.35,15.0
2009-01-12,24.757431,86.02,52.35,15.0
2009-01-05,26.886554999999998,85.42,52.35,15.0
2008-12-29,31.90509,87.34,52.35,15.0
2008-12-22,25.740846,88.01,52.35,15.0
2008-12-15,22.689513,89.07,52.35,15.0
2008-12-08,30.961320000000004,90.16,52.35,15.0
2008-12-01,27.665098999999998,91.47,52.35,15.0
2008-11-24,35.374057,92.79,50.35,17.5
2008-11-17,33.518009,94.83,50.35,17.5
2008-11-10,38.656008,95.89,50.35,17.5
2008-11-03,38.937416,97.4,50.35,17.5
2008-10-27,42.198163,98.62,50.35,17.5
2008-10-20,40.279785000000004,102.66,50.35,17.5
2008-10-13,41.565225,107.04,50.35,17.5
2008-10-06,45.58659,109.45,50.35,17.5
2008-09-29,52.995259999999995,109.85,50.35,17.5
2008-09-22,57.945069000000004,110.81,50.35,17.5
2008-09-15,57.084300000000006,112.51,50.35,17.5
2008-09-08,56.37749600000001,112.55,50.35,17.5
2008-09-01,60.168672,112.2,50.35,17.5
2008-08-25,63.399086,112.02,50.35,17.5
2008-08-18,61.878600000000006,112.22,50.35,17.5
2008-08-11,60.969343,113.92,50.35,17.5
2008-08-04,59.99616,115.06,50.35,17.5
2008-07-28,63.325619999999994,116.91,50.35,17.5
2008-07-21,61.913498,119.4,50.35,17.5
2008-07-14,64.491552,119.44,50.35,17.5
2008-07-07,72.888192,119.28,50.35,17.5
2008-06-30,73.269747,118.84,50.35,17.5
2008-06-23,70.301294,118.44,50.35,17.5
2008-06-16,68.158106,117.69,50.35,17.5
2008-06-09,69.27758200000001,116.86,50.35,17.5
2008-06-02,70.32290400000001,116.03,50.35,17.5
2008-05-26,64.23534,114.79,50.35,17.5
2008-05-19,66.76916899999999,112.96,50.35,17.5
2008-05-12,64.546819,111.04,50.35,17.5
2008-05-05,64.453732,110.3,50.35,17.5
2008-04-28,59.02076799999999,109.5,50.35,17.5
2008-04-21,59.722228,108.57,50.35,17.5
2008-04-14,58.415014000000006,107.61,50.35,17.5
2008-04-07,55.885036,107.24,50.35,17.5
2008-03-31,53.31683700000001,107.1,50.35,17.5
2008-03-24,52.957868,106.9,50.35,17.5
2008-03-17,51.368095999999994,106.41,50.35,17.5
2008-03-10,54.598034,105.96,50.35,17.5
2008-03-03,52.19646,105.24,50.35,17.5
2008-02-25,51.256071999999996,104.65,50.35,17.5
2008-02-18,50.225122999999996,103.7,50.35,17.5
2008-02-11,48.705,103.67,50.35,17.5
2008-02-04,47.169779999999996,104.03,50.35,17.5
2008-01-28,45.271744,104.22,50.35,17.5
2008-01-21,45.76319499999999,104.22,50.35,17.5
2008-01-14,46.344669,103.82,50.35,17.5
2008-01-07,47.36459,103.37,50.35,17.5
2007-12-31,49.659952,102.66,50.35,17.5
2007-12-24,48.1728,102.53,50.35,17.5
2007-12-17,47.046902,102.6,50.35,17.5
2007-12-10,45.279047,102.67,50.35,17.5
2007-12-03,43.460244,102.58,50.35,17.5
2007-11-26,43.139672999999995,102.13,50.35,17.5
2007-11-19,47.646754,101.47,50.35,17.5
2007-11-12,46.323209999999996,100.74,50.35,17.5
2007-11-05,46.069855999999994,99.36,50.35,17.5
2007-10-29,45.892912,98.26,50.35,17.5
2007-10-22,44.763378,97.81,50.35,17.5
2007-10-15,43.17478,97.19,50.35,17.5
2007-10-08,41.083421,97.14,50.35,17.5
2007-10-01,39.75719,96.39,50.35,17.5
2007-09-24,39.89091,94.91,48.35,17.5
2007-09-17,40.401900000000005,94.65,48.35,17.5
2007-09-10,39.38389,94.63,48.35,17.5
2007-09-03,37.790090000000006,94.8,48.35,17.5
2007-08-27,36.731244000000004,95.0,48.35,17.5
2007-08-20,35.289076,95.31,48.35,17.5
2007-08-13,36.33550400000001,96.0,48.35,17.5
2007-08-06,35.313327,96.15,48.35,17.5
2007-07-30,37.007844000000006,96.2,48.35,17.5
2007-07-23,38.04788,96.23,48.35,17.5
2007-07-16,36.764804999999996,96.21,48.35,17.5
2007-07-09,36.336595,96.2,48.35,17.5
2007-07-02,36.222975,96.36,48.35,17.5
2007-06-25,35.16330000000001,96.54,48.35,17.5
2007-06-18,34.583828,96.56,48.35,17.5
2007-06-11,34.408,96.61,48.35,17.5
2007-06-04,32.8657,96.51,48.35,17.5
2007-05-28,32.839368,96.16,48.35,17.5
2007-05-21,32.86732,95.71,48.35,17.5
2007-05-14,32.885616,95.07,48.35,17.5
2007-05-07,31.490613,94.43,48.35,17.5
2007-04-30,31.08886,93.45,48.35,17.5
2007-04-23,33.26322999999999,92.93,48.35,17.5
2007-04-16,31.651972,91.99,48.35,17.5
2007-04-02,32.712092,90.47,48.35,17.5
2007-03-26,33.468547,89.32,48.35,17.5
2007-03-19,31.750344000000002,88.93,48.35,17.5
2007-03-12,29.400228000000002,88.48,48.35,17.5
2007-03-05,31.093890000000002,87.74,48.35,17.5
2007-02-26,31.713779999999996,87.07,48.35,17.5
2007-02-19,31.138602,86.6,48.35,17.5
2007-02-12,30.449253000000002,86.12,48.35,17.5
2007-02-05,30.711592000000003,85.62,48.35,17.5
2007-01-29,29.999866,85.66,48.35,17.5
2007-01-22,28.275284,86.28,48.35,17.5
2007-01-15,26.338134000000004,87.1,48.35,17.5
2007-01-08,27.056694000000004,87.66,48.35,17.5
2007-01-01,29.174211000000003,87.85,48.35,17.5
2006-12-25,31.172130000000003,87.9,48.35,17.5
2006-12-18,31.847822999999998,87.7,48.35,17.5
2006-12-11,32.488846,87.44,48.35,17.5
2006-12-04,31.753157,85.46,47.1,17.5
2006-11-27,32.038493,85.47,47.1,17.5
2006-11-20,30.662623999999997,85.45,47.1,17.5
2006-11-13,29.439775,85.49,47.1,17.5
2006-11-06,31.177488,85.54,47.1,17.5
2006-10-30,31.113554,85.6,47.1,17.5
2006-10-23,31.984875,85.74,47.1,17.5
2006-10-16,30.165738,85.91,47.1,17.5
2006-10-09,31.551658999999997,86.6,47.1,17.5
2006-10-02,31.947695999999997,86.95,47.1,17.5
2006-09-25,33.606522,88.2,47.1,17.5
2006-09-18,31.873519999999996,89.78,47.1,17.5
2006-09-11,33.69156,91.48,47.1,17.5
2006-09-04,35.549749999999996,92.88,47.1,17.5
2006-08-28,36.290155,94.4,47.1,17.5
2006-08-21,38.437551000000006,95.74,47.1,17.5
2006-08-14,37.782454,97.82,47.1,17.5
2006-08-07,39.338584999999995,98.05,47.1,17.5
2006-07-31,39.189192000000006,97.83,47.1,17.5
2006-07-24,39.278611999999995,97.78,47.1,17.5
2006-07-17,40.028453999999996,96.88,47.1,17.5
2006-07-10,41.896617000000006,95.69,47.1,17.5
2006-07-03,40.038236,95.27,47.1,17.5
2006-06-26,40.010916,94.97,47.1,17.5
2006-06-19,38.978500000000004,95.44,47.1,17.5
2006-06-12,37.763152,95.49,47.1,17.5
2006-06-05,38.902253,95.24,47.1,17.5
2006-05-29,38.428929,95.36,47.1,17.5
2006-05-22,38.382785999999996,96.1,47.1,17.5
2006-05-15,36.499078,96.39,47.1,17.5
2006-05-08,38.0011,96.46,47.1,17.5
2006-05-01,37.74818199999999,96.13,47.1,17.5
2006-04-24,39.354299999999995,95.35,47.1,17.5
2006-04-10,39.588651999999996,92.77,47.1,17.5
2006-04-03,38.654904,91.78,47.1,17.5
2006-03-27,38.332239,91.16,47.1,17.5
2006-03-20,36.865962,90.19,47.1,17.5
2006-03-13,35.734961000000006,89.55,47.1,17.5
2006-03-06,34.722836,89.37,47.1,17.5
2006-02-27,36.285533,89.51,47.1,17.5
2006-02-20,36.053721,89.6,47.1,17.5
2006-02-13,34.383096,89.65,47.1,17.5
2006-02-06,35.459056000000004,89.73,47.1,17.5
2006-01-30,37.090938,89.88,47.1,17.5
2006-01-23,38.325056000000004,89.55,47.1,17.5
2006-01-16,38.597244999999994,89.01,47.1,17.5
2006-01-09,35.999744,88.56,47.1,17.5
2006-01-02,36.272228999999996,88.03,47.1,17.5
2005-12-26,35.458135999999996,87.88,47.1,17.5
2005-12-19,33.684895,87.56,47.1,17.5
2005-12-12,32.763258,87.2,47.1,17.5
2005-12-05,33.834483,87.35,47.1,17.5
2005-11-28,34.221708,87.35,47.1,17.5
2005-11-21,34.245543000000005,88.61,47.1,17.5
2005-11-14,32.695936,90.53,47.1,17.5
2005-11-07,33.027973,92.47,47.1,17.5
2005-10-31,34.609354,92.79,47.1,17.5
2005-10-24,34.534202,93.47,47.1,17.5
2005-10-17,34.280202,94.14,47.1,17.5
2005-10-10,35.411002,94.25,47.1,17.5
2005-10-03,35.112752,93.51,47.1,17.5
2005-09-26,37.551455999999995,93.33,47.1,17.5
2005-09-19,36.087618,94.41,47.1,17.5
2005-09-12,34.8264,95.07,47.1,17.5
2005-09-05,34.833887999999995,94.37,47.1,17.5
2005-08-29,36.683753,91.42,47.1,17.5
2005-08-22,36.741828,90.77,47.1,17.5
2005-08-15,36.406484999999996,90.56,47.1,17.5
2005-08-08,36.866604,89.67,47.1,17.5
2005-08-01,35.055606,89.25,47.1,17.5
2005-07-25,34.476444,89.0,47.1,17.5
2005-07-18,33.70029,88.55,47.1,17.5
2005-07-11,33.157772,87.73,47.1,17.5
2005-07-04,34.299176,87.49,47.1,17.5
2005-06-27,33.246624999999995,86.73,47.1,17.5
2005-06-20,32.798304,85.52,47.1,17.5
2005-06-13,31.930467,84.99,47.1,17.5
2005-06-06,29.414876,84.01,47.1,17.5
2005-05-30,30.321530000000003,84.18,47.1,17.5
2005-05-23,28.408615000000005,84.77,47.1,17.5
2005-05-16,25.61364,85.27,47.1,17.5
2005-05-09,26.325603000000005,85.36,47.1,17.5
2005-05-02,26.845728,85.44,47.1,17.5
2005-04-25,26.05328,85.51,47.1,17.5
2005-04-18,28.91358,85.63,47.1,17.5
2005-04-11,26.673867,85.61,47.1,17.5
2005-04-04,28.275596,83.91,47.1,17.5
2005-03-28,30.444732,83.4,47.1,17.5
2005-03-21,29.328432000000006,82.7,47.1,17.5
2005-03-14,29.522759999999998,81.64,47.1,17.5
2005-03-07,28.270941999999998,81.16,47.1,17.5
2005-02-28,27.960222,80.45,47.1,17.5
2005-02-21,26.836588000000003,80.15,47.1,17.5
2005-02-14,25.519130000000004,80.03,47.1,17.5
2005-02-07,25.254179999999998,79.84,47.1,17.5
2005-01-31,24.783136,79.54,47.1,17.5
2005-01-24,24.986527999999996,78.93,47.1,17.5
2005-01-17,25.837372,78.93,47.1,17.5
2005-01-10,25.863948,79.84,47.1,17.5
2005-01-03,24.295964,81.17,47.1,17.5
2004-12-27,22.646140000000003,81.2,47.1,17.5
2004-12-20,22.964764000000002,81.46,47.1,17.5
2004-12-13,23.834200000000003,82.73,47.1,17.5
2004-12-06,21.258762,84.06,47.1,17.5
2004-11-29,21.886829999999996,84.17,47.1,17.5
2004-11-22,26.099376,81.46,47.1,17.5
2004-11-15,26.080095999999998,84.26,47.1,17.5
2004-11-08,25.486552,84.34,47.1,17.5
2004-11-01,26.739790000000003,84.27,47.1,17.5
2004-10-25,28.15744,83.94,47.1,17.5
2004-10-18,30.166956,83.35,47.1,17.5
2004-10-11,30.447699,83.11,47.1,17.5
2004-10-04,29.709663000000003,82.05,47.1,17.5
2004-09-27,27.851684,81.63,47.1,17.5
2004-09-20,27.084408000000003,81.28,47.1,17.5
2004-09-13,25.430102,81.31,47.1,17.5
2004-09-06,23.810922,81.37,47.1,17.5
2004-08-23,24.107394,81.51,47.1,17.5
2004-08-16,26.29907,81.25,47.1,17.5
2004-08-09,25.19978,81.18,47.1,17.5
2004-08-02,23.886825,80.86,47.1,17.5
2004-07-26,24.06372,80.87,47.1,17.5
2004-07-19,22.756975999999998,80.84,47.1,17.5
2004-07-12,22.031625000000002,80.34,47.1,17.5
2004-07-05,21.486492,79.87,47.1,17.5
2004-06-28,20.964779,80.41,47.1,17.5
2004-06-21,20.554869999999998,81.04,47.1,17.5
2004-06-14,21.083875000000003,81.54,47.1,17.5
2004-06-07,21.159035000000003,82.44,47.1,17.5
2004-05-31,20.927013,82.35,47.1,17.5
2004-05-24,21.762516,82.13,47.1,17.5
2004-05-17,22.324863,81.49,47.1,17.5
2004-05-10,23.532806,80.3,47.1,17.5
2004-04-26,21.007560000000005,78.4,47.1,17.5
2004-04-19,20.588962,78.04,47.1,17.5
2004-04-12,21.00231,77.88,47.1,17.5
2004-04-05,20.285868,77.86,47.1,17.5
2004-03-29,18.776940000000003,77.59,47.1,17.5
2004-03-22,19.676510999999998,77.44,47.1,17.5
2004-03-15,20.780255999999998,77.39,47.1,17.5
2004-03-08,20.067355,76.73,47.1,17.5
2004-03-01,20.180016,76.32,47.1,17.5
2004-02-23,19.356447999999997,76.38,47.1,17.5
2004-02-16,19.13856,76.44,47.1,17.5
2004-02-09,18.327168,76.5,47.1,17.5
2004-02-02,17.581424,76.48,47.1,17.5
2004-01-26,18.118009999999998,76.44,47.1,17.5
2004-01-19,19.129649999999998,76.36,47.1,17.5
2004-01-12,19.481385,75.9,47.1,17.5
2004-01-05,18.554848,75.88,47.1,17.5
2003-12-29,18.133152000000003,75.94,47.1,17.5
2003-12-22,18.54947,75.92,47.1,17.5
2003-12-15,18.68932,75.96,47.1,17.5
2003-12-08,18.915399999999998,75.97,47.1,17.5
2003-12-01,17.777305000000002,76.0,47.1,17.5
2003-11-24,17.653005,76.02,47.1,17.5
2003-11-17,18.561392,75.93,47.1,17.5
2003-11-10,19.182461999999997,75.94,47.1,17.5
2003-11-03,18.42362,76.0,47.1,17.5
2003-10-27,17.171989,76.0,47.1,17.5
2003-10-20,17.788368,76.05,47.1,17.5
2003-10-13,18.276076,75.9,47.1,17.5
2003-10-06,19.204379,76.43,47.1,17.5
2003-09-29,18.2704,76.08,45.82,17.5
2003-09-22,16.974848,76.15,45.82,17.5
2003-09-15,16.520736,76.2,45.82,17.5
2003-09-08,17.637653,76.23,45.82,17.5
2003-09-01,18.182848,76.13,45.82,17.5
2003-08-18,20.2184,75.81,45.82,17.5
2003-08-11,19.44351,75.44,45.82,17.5
2003-08-04,20.061011999999998,75.12,45.82,17.5
2003-07-28,20.058048000000003,75.1,45.82,17.5
2003-07-21,18.626958,75.07,45.82,17.5
2003-07-14,20.083664,74.21,45.82,17.5
2003-07-07,19.180896,74.28,45.82,17.5
2003-06-30,18.242874,74.35,45.82,17.5
2003-06-23,17.746401,74.42,45.82,17.5
2003-06-16,18.519738,74.47,45.82,17.5
2003-06-09,18.319505,74.59,45.82,17.5
